ГК «ПИК»
СУ-155
Setl City
ДОНСТРОЙ
ЗАО «ЮИТ Московия»
Capital Group
ООО «ЛСР. Недвижимость – Северо-Запад»
ГК «МОРТОН»
АО «Домостроительный комбинат №1» (ДСК-1)
ГК «Интеко»
ЦДС
Главмосстрой-недвижимость
АО «Пересвет-Инвест»
СК «Бэсткон»
MR Group
ИСК «КРОСТ»
СК ООО «Интерстрой»
ГК «МИЭЛЬ»
ФСК «Лидер»
ГК «МИЦ»
ГК «Пионер» (Pioneer)
ЗАО «Ленстройтрест»
Urban Group
Корпорация Barkli («Баркли»)
СК Normann («Норманн»)
Галс-Девелопмент
ГК «РосСтройИнвест»
ЗАО «Сити-XXI век»
ООО «ФЛЭТ и Ко»
СК «Возрождение Санкт-Петербурга»
RBI
ROSE GROUP (RGI International)
ОАО «494 Управление начальника работ»
ООО «Химкинское СМУ МОИС-1»
TEKTA GROUP
ЗАО «Строительная компания Темп»
Абсолют Недвижимость
ГК «Владоград»
Bonava
ГК «Стройтэкс»
ООО «ЛСР. Недвижимость-Москва»
Петрополь
СК «Профессионалстрой»
ГК «Кивеннапа»
ГК «УНИСТО Петросталь»
ЮИТ ДОН
AFI Development
Бест-Новострой
БФА-Девелопмент
ГВСУ «Центр»
ГК «С.Э.Р.» (Союз Экспертов Региона)
ИСГ «Мавис»
Корпорация «Маяк»
ОтделСтрой
СМУ 1
ЖСК «ЯлтаГрад»
ООО «Главстрой-СПб»
ГК AAG
PRINZIP
Свит ЛТД
АН «Инком-Недвижимость»
ГК «Эталон - ЛенСпецСМУ»
АО «ЮИТ Санкт-Петербург»
Л1
ОАО «Главкус»
ГК «Центрстрой»
Строительный трест
ЗАО «Викинг»
ООО «Строительное управление»
АО «АлеутСтрой» (ГК «Жилищный капитал»)
КомСтрин
ГК REALTYLAB
ООО «Патриот-Нева»
Северный город
PSN Group «Группа ПСН»
СтройИнвестТопаз («СИТ»)
KR Properties
Дальпитерстрой
ЗАО «Желдорипотека»
ООО ПКФ «Гюнай»
ООО «Корпорация ВИТ»
ООО «Петрострой»
Полис Групп
Самолет Девелопмент
Таймс
ГК «Арсенал-Недвижимость»
ГК «Веста-СФ»
ГК «Гранель Девелопмент»
ГК «Компромисс»
ГК «Кортрос»
ГК «ПЖИ»
КВС
ООО СИК «Девелопмент-Юг»
ООО «Консоль-Строй ЛТД»
ООО «Севпроектмонтаж»
ООО «СПб Реновация»
ПАО «ОПИН»
Промстройинвест М
ТехноСтройОлимп
Villagio Estate
АТОМСТРОЙКОМПЛЕКС
ГК «А101»
ГК «Астерра»
ГК «Афина»
ЖСК «Сходня»
ЗАО «ВДСК»
ООО «Жилстрой»
Bazis Development
АО «ЮИТ СитиСтрой»
ГК «Парангон»
ГК «Скайград»
ГК «СТД-Груп»
ЗАО «47 Трест»
Инвесттрансстрой
Корпорация «Строймонтаж»
Мосфундаментстрой-6
НДВ-Недвижимость
Объединенная строительная компания (ОСК)
Ойкумена
ООО «РК-ГазСетьСервис»
ООО «ЮгСтройИмпериал»
KASKAD Недвижимость
LANDWERK (ЛАНДВЕРК)
Vesper
Well Homes
Арсенал Холдинг
АСК
Ведис Групп
ГК «Грас»
ГК «Остов»
ГК «Рант»
ГК «СУ 22»
ЗАО «ЛСР. Недвижимость-Урал»
ИСХ «Петротрест»
ООО «Стоун»
ООО «СтройИнвест»
СК «Бетиз и К»
СК «Воин»
Снегири
Coalco Development («Коалко»)
Glorax Development
INGRAD, АО «Инград»
LEGENDA Intelligent Development
York Development Group (Йорк Девелопмент Групп)
ГК «Домострой»
ГК «Ваш Дом»
ГК «Гарантия-Строй»
ГК «Гефест-ЛТД»
ГК «Еврострой»
ГК «МонАрх»
ГК «Мономахъ»
ГК «Стройсоюз»
ЗАО «Трест-36»
ИСК «Березовец»
Казённое предприятие «Управление гражданского строительства» (КП «УГС»)
Монолит
ОАО СК «ИПС»
ОАО «ГлавСтройКомплекс»
ООО «ИСК ВСК-Инвест»
ООО «Каскад-С»
Первый строительный трест
ПетроСтиль
СК «ГеленСтрой»
СК «Карбон»
СК «НЕОМЕТРИЯ»
Скопа Недвижимость
ТД «Сигма»
Insigma
Альфа Групп Инвест
Брусника
ВзлетСтрой
ГК «ГородОк»
ГК «Монолит»
ГК «Прок»
ГК «Ремикс»
ГК «Славяне»
Главстрой Девелопмент
Долгопрудненская Строительная Компания (ДСК-7)
ЗАО «СтройПромАвтоматика»
ИСК «Мегалит»
ИСК «Сфера»
Концерн «Покровский»
Лемминкяйнен (Lemminkainen)
М.О.Р.Е.-Плаза
Навис (Navis)
ОАО «Московский городской центр продажи недвижимости» (ОАО «Центр-Инвест»)
ООО УК «ИНВЕСТСТРОЙКОМПЛЕКС»
